block,tx,token,bnb_in,tokens_out,mcap_d_usd,mcap_n2_usd,mcap_low_usd,mcap_ath_usd,ath_offset_blocks,post_buy_points,ath_mult_vs_d,ath_mult_vs_n2,dd_mult_vs_n2
101421036,0xe10dc1344b687901c955539bc76433b388499ba99de13a4ad42e0847d57afc6b,0xa459d6a1e04a2e4df9fd6bd6cd04da9f24ee4444,0.990000,17070421.33,36537,48399,30649,55873,221,188,1.53,1.15,0.63
101442917,0x5ef48ae0d801979d38a28988a2f3210fbea8d34d047ce617d0b3b14554ed9433,0xc24b4e5abc04c43434a7abd248a32ba508f74444,0.683100,41760995.80,10305,11815,11748,14343,13,131,1.39,1.21,0.99
101446415,0xd9af25b1e500a43968b5d5a5c037ab9969f13368f1f576b6192689c6c097d5a1,0xd2f7a9d119014778bde709437fbf2faad3664444,1.485000,43809250.32,21355,42253,42253,55878,3,29,2.62,1.32,1.00
101453301,0x1263375de0443e354cfe1f141035cb3d976e0fc74d84e6f9c37e2fd1494cacb8,0xef3817bb6a16caf104f6a3673c773114c3fc4444,0.683100,80943912.95,5317,8221,7412,11653,44,116,2.19,1.42,0.90
101462891,0xfc1c9b4fb84a5b6837d92d9db188b8fae50c945218a35a6ebb21c69dd1778c9c,0xb9f208732179c139bd671eb4627dbb5f19b94444,0.683100,72826806.71,5909,11073,7881,14433,128,165,2.44,1.30,0.71
101478654,0xbaefca88782659dfa0ce10f526c8329443b8ed2e65cc7ea71e64e8e1b2672361,0x8acfa2c2ab86954a848a1d555a65ab2df4b24444,0.683100,90116235.16,4776,7552,7552,7826,0,31,1.64,1.04,1.00
101488574,0xa982bdd9ec22d0328ec3cf7ebb136ac85c9370e34270f7620105939861702e3b,0x24fa90aebfc85945ad0e605b0f00480736374444,0.683100,71049786.31,6057,7835,4269,35646,3959,537,5.89,4.55,0.54
101502630,0x35eff6068a2009479646ea0539cfab47392a15069ee37cdb8b8d9f1499a3bcc8,0xdd16da76f7030ae615b56c40caa1d8dfc7e24444,0.683100,90382946.97,4761,7692,5889,14296,25,227,3.00,1.86,0.77
101524641,0x5700ed757988baa1224492f9537e66209c05b159dda23fb6401c304affd9f314,0xc56df9456cebefb33f9d18a952edbfaad2f94444,0.291723,42664254.40,4308,6671,5085,23181,741,589,5.38,3.47,0.76
101525381,0x7f0d45ed925bf1422e2cbe4d0db5708badad9a9b2192ccbc9e78ef7f2a104fc4,0x6cdfce69ed643771c3bdea8f952d6cc350c74444,0.683100,66920833.07,6431,13253,13253,23398,9,135,3.64,1.77,1.00
101525383,0x5df6f2c07cef4701238c87fff27a8cfc72f6db94d2fd144d34b36029210f5d0b,0x6cdfce69ed643771c3bdea8f952d6cc350c74444,0.683100,32472595.36,13253,14604,14604,23398,7,122,1.77,1.60,1.00
101528765,0xd58a86fa72b78a85a2b8ab13b205018bd2efe41c333f13efcf3b6527de3fb9fb,0x79fa6e532e578c36fffa9b7cc2b761e5fd744444,0.683100,39210778.06,10975,12095,9886,31370,1798,449,2.86,2.59,0.82
101532521,0x83c2f3b1b88dbd638567b6c91858cc635f92d701c15cee93b1f84968cb8eed43,0x38b6d3dcd9b9f9acc6b83c8503627557a9ac4444,1.287000,71562787.60,11330,22068,22068,56055,6,45,4.95,2.54,1.00
101532522,0x86641f0d779e778952fbdd225b66b519da47a4da02ebc8afac6c33df05080ee5,0x38b6d3dcd9b9f9acc6b83c8503627557a9ac4444,1.287000,49862844.16,16261,23302,23302,56055,5,43,3.45,2.41,1.00
101532524,0x2062ebb00abe2d4febebe5694f11ad88fc2ebdbeb14be37977da9ad66b9a1f5f,0x38b6d3dcd9b9f9acc6b83c8503627557a9ac4444,1.287000,34795276.03,23302,38400,38400,56055,3,31,2.41,1.46,1.00
101604739,0x0a216ef42fa3b0985bbbdfaf7fc132b712ff4aa626ed16a2db79e4c49ce6258e,0xee0827addfe750afd2cbe7a14a23448cac224444,0.683100,82644864.10,5207,8771,5501,9255,22,82,1.78,1.06,0.63
101605058,0x42a07bbb7a8926ea8571b8fad6959399ba758735d66f20af6b4c32d9ed273d12,0x7f430b376be04a383cc32ad31bd3b5a037824444,0.683100,75268912.99,5718,8583,6500,12453,399,154,2.18,1.45,0.76
101615646,0xdcfca6006025885dcaf211ab65e368c189702de75badffe5c664bf4b00e98631,0x6432d61911c8daa0d04a3094e7cf0f494f6b4444,0.683100,95684255.74,4498,8825,8825,8825,2,33,1.96,1.00,1.00
101622330,0xe85ba0a8ca0d666b21d9e52fc4b4f987aa97aab31006a17afcc76c232f4c89fb,0x9a207604f823902b5b7c7c212c2e4f9da6d54444,0.683100,81397764.68,5287,6770,5775,24127,63,316,4.56,3.56,0.85
101624119,0xc75d6f94f1460ecbdb5bb42ebbd6e0589ae76728e49116cd09ad9b55225ddbe8,0x6443c862b332f3ef2d9279317db4ecdb6ebf4444,0.990000,34647889.39,18001,22929,18160,24257,509,98,1.35,1.06,0.79
101636039,0x1ae3111851bf98c68118b12b861a1abb4e71e9e75e6eb5f02d0587d86cf70a79,0xedead7eb50143bb2890dffe9ef0ea5584e374444,0.683100,26663336.02,16140,22076,16120,23599,400,300,1.46,1.07,0.73
101637934,0xf7e496907241ef6b1efff15076e6a05529476a4d046d3eb1579c0aab46b85d48,0x241d786b4548163e2bd8ef5be097fb7728e94444,0.683100,83237849.97,5170,6273,6273,9092,5,24,1.76,1.45,1.00
101644332,0xb62a064a8e82ecc9045277ba4b71beddf805b597a266cc9de63a1b74e88cee68,0x24df114c0360a4c4bbed7616530b90c126cc4444,0.683100,58572222.08,7347,11196,9636,21031,39,416,2.86,1.88,0.86
101647740,0x9f6fcc0c9cd9685c863c75cfe0e94f344773547f312fb5268b62b0841b3c40ee,0xa2f9f91809b45c72ad9a92fb077ff7414b734444,0.683100,38600267.94,11149,19158,11539,46535,1230,1816,4.17,2.43,0.60
101648065,0x44a3b1ddea5e43a67622430258662465dece9062bd97201ab36eed283de02bdc,0xa2f9f91809b45c72ad9a92fb077ff7414b734444,0.683100,23149797.87,18590,28165,11889,46535,905,1397,2.50,1.65,0.42
101658684,0x2e33006d6a762d12de7723ed0ce93bf812e490b19ccfb821766455ae9a73fa62,0x8161f83e27bb01a07b58aca8944961d4aff34444,0.683100,87634266.14,4911,11138,11138,11343,2,87,2.31,1.02,1.00
101661465,0x37940c14726cb5f502c1ba7b94c88cea336166aa00a8188ca9bbde41c6d2fde6,0xe3fb6fc4c0d4c805ebd883d5b7ff5d182842ffff,0.683100,27391240.61,15711,18052,18052,20108,3,185,1.28,1.11,1.00
101666127,0x1d8c3da2a493663fe10db30d61cdea15026c016bed2a9b9932afa73b7a82caaf,0xa5ed9080fd55a8c1602208bea12ecafa735b4444,0.683100,97086070.22,4433,6390,6040,54651,52,223,12.33,8.55,0.95
101666145,0xdfe5d3d8ba945d0e1355f97c6895e7ceb0a947ced4264a2606fd658813006311,0xa5ed9080fd55a8c1602208bea12ecafa735b4444,0.683100,42883920.93,10035,18193,13667,54651,34,194,5.45,3.00,0.75
101666146,0x7017e699b3f92c9b191861d9ab46fc4cef74232e25a43049fc3753222c1f46dd,0xa5ed9080fd55a8c1602208bea12ecafa735b4444,0.683100,31614220.78,13613,14040,13667,54651,33,191,4.01,3.89,0.97
101666166,0x2a7f7eeb9b126a467be0d438ec3303e1c3b1679de5c550af63e6c3fadb26953d,0xf149c6e04425fcb56d29c4839b682b16b6d74444,0.683100,89110938.14,4829,7866,7866,7866,3,17,1.63,1.00,1.00
101666226,0x786fa95ee423b6b72ca74bde86066cc8e300223339446c8bc1b9bf6497923a28,0x01208aa8d51b6a35ec2087fd9f2d56e79ed04444,475.850168,96745703.01,3098697,6407828,6331892,21206753,126,262,6.84,3.31,0.99
101666227,0x11133f4ad8b85b43c77db527bd76fab510ecc3e85ee83e82b147238e5045031b,0x01208aa8d51b6a35ec2087fd9f2d56e79ed04444,475.919770,61786272.94,4852687,6483695,6331892,21206753,125,260,4.37,3.27,0.98
101666259,0x863ac34fd66977efc43156c1dea90fde76bfa6a0b646aa120742a3a057129bd5,0x14c0dafdee285025e9b0dcdd878563f92a9d4444,0.683100,71827102.30,5992,6583,6583,10357,1,45,1.73,1.57,1.00
101668089,0x05df9889eb4f5f739b5aec2221fe2511de704927768afeeebc1d2acbc31a834d,0x83427d663301e8618a9dbcf00186f891dfdb4444,0.683100,48167260.42,8935,16785,14282,25078,21,286,2.81,1.49,0.85
101668145,0xe11212333139c1ba768f21af3e663061ec3d0631ba5efe9daee605cadc5a4c28,0xe56245b14ab347d12dddb143c23f4c118af54444,0.683100,50766383.29,8477,15443,12008,20213,6,90,2.38,1.31,0.78
101668221,0x5265d70f002215143c42fd1b2b4d7815d8bd3b48b65a1da7a984a6319d0dbbd0,0x3be66d3b7b68b4b4190b4b4f137dce2dc62c4444,0.683100,76205581.02,5647,8529,8529,12187,8,64,2.16,1.43,1.00
101668239,0x8006127fe5d48beab4e44e73defcb5c421bd70aaa0ab081808eb41c92a0426d8,0x3be66d3b7b68b4b4190b4b4f137dce2dc62c4444,0.049500,3644162.90,8558,10899,10899,10934,2,31,1.28,1.00,1.00
101668856,0x6af97048d680116f2dedd32d862a844f98939612b9e49cd387c97db3050960d2,0x41551aef9656cba2a428fa4b82723ee8fc714444,0.683100,64542371.42,6668,13766,13766,13766,2,40,2.06,1.00,1.00
101670688,0x05ad4bb7ce5f83a7a085bd3f029514cfb4bc323c03316529785f80e295bfb7c5,0xae3f11268c5c54e412147dac4e4808310ccf4444,1.485000,68392956.98,13679,22526,19311,47760,16,684,3.49,2.12,0.86
101671297,0xd184f8baa3b903c2eaf67c482e05b83842d142f1a40812ba59f2c578d18f80fd,0xb4a77023d37ef14b4c0fec6c71f749340a834444,0.683100,77034390.10,5587,8031,8031,44305,17,756,7.93,5.52,1.00
101671304,0x2f686dbfc55e0d7b3ebc04feee58cc3b3811d92b93a36feaae3b0bd1a07457ec,0x27d95043211c0e25e33cb52cc2693c5e205c4444,0.683100,65114173.80,6609,12302,10809,15012,3,63,2.27,1.22,0.88
101671305,0xa197bcd25004b4916317edbcc9297801f78d09fdf3703112e580d38563d8018a,0x27d95043211c0e25e33cb52cc2693c5e205c4444,0.683100,31432571.17,13691,10809,10809,15012,2,56,1.10,1.39,1.00
101671460,0x33b35a35bc944f1d5f756e5797ad3a886b35da5cdcb547423dedf3fbc2e1c5a0,0x0e2106d46f2493cb807a2ac6f2373730d5b34444,0.683100,57168084.38,7528,13064,13064,13714,3,86,1.82,1.05,1.00
101672545,0x7712d1f122bad3bb1140729d4410d17369148cbb844538961f5ed8d0b39a1094,0xf8cb0a06c0f6aeb6d9d04bb5bdba38aed95a4444,0.683100,46211360.91,9313,16543,16543,17155,3,204,1.84,1.04,1.00
101678848,0xd152848960434fd5118e58f98fd56edbe6f917811cb87382d93c08e505a8b203,0xbf119d03e1123f0538354f23a21e31d469454444,0.683100,77765218.50,5534,9233,8283,28389,46,495,5.13,3.07,0.90
101679251,0x95da8fead6c0c29199e37ce9745a664d860b70e6d9720e63d0d3966c0ec3c7b3,0xba04557057f6352883312215cebf47012eda4444,0.683100,41404060.07,10394,15862,11462,30716,194,531,2.96,1.94,0.72
101684715,0x9f39bac8e8e5f6ab33843a13a64890e61108478680f3d134cac1cdb5de19cf07,0xae3f11268c5c54e412147dac4e4808310ccf4444,1.485000,19809640.76,47227,47227,47227,56046,1,10,1.19,1.19,1.00
101694503,0x136fa8a940c31c7bef6f8614b32d79d1249cefcb707b391f23ed3092254897f4,0x11893d0034b48d4205dd162be957d6cd5d694444,0.683100,94312608.44,4563,8697,8697,9728,0,31,2.13,1.12,1.00
101697305,0xaf994385274e9b59775423d741c2bece0da5ab71e02b7bbc989842e98ac6a645,0x23d79375de3c3630cec07bfe67d595dea0204444,0.683100,59374128.88,7248,12788,11848,38571,10,304,5.32,3.02,0.93
101808313,0x9d18144f083f83e6c1e7ab0a39d77726129b94585a342dc12e7bd7a6c73a5946,0xcde107d8a9fa36de697ac643a68e4ff3a6674444,541.444816,113405922.68,3007870,4617398,4617398,11403877,101,243,3.79,2.47,1.00
101809699,0x0a500635495ac0b3d0d96fca3db4c677a1446ec54158f4067ead8b810648695f,0xfc7fdfe4f7fee5149ad1526f7807d624dd5a4444,0.683100,92382853.17,4658,6829,6829,7721,0,44,1.66,1.13,1.00
101810024,0x55ac75c5d5d0b542c87f612880a8443fecec103ade32dbff0fea7893feaf073b,0x84a0a381b8beeb6e7cda192956f6f30028484444,0.782100,100697969.33,4893,6920,6920,14017,16,128,2.86,2.03,1.00
101810070,0x860a7d0e4d4ba6564eb25c832ab098d4c9b33f73a6030a37afe7060dcd2869f4,0x6749af73f0e2ff07c117cc43cf7194682bdf4444,0.782100,102112087.50,4825,7789,7789,9253,0,18,1.92,1.19,1.00
101814280,0x6cbfeebaf91685f3bc83118c5b941c37f1fca7b9e207b0736e74549d804d182e,0x0ea371278ec03b388dc9149fa609f072906e4444,0.683100,56474081.52,7620,10682,9011,21202,182,490,2.78,1.98,0.84
101816361,0xddfd3eba76a97ed259ca68842c2c21b384a44619e0f741bc243ef901e0585dd1,0xf59e6e63c3a2494b7c5ec51b530a7c463e214444,0.782100,40277517.30,12233,28887,28887,55353,2,31,4.52,1.92,1.00
101816361,0xe71a6a73e387b9faf3504dc837548c4d529a12f8089949274d5d78cd2b27e07b,0xf59e6e63c3a2494b7c5ec51b530a7c463e214444,0.782100,26765515.38,18409,28887,28887,55353,2,31,3.01,1.92,1.00
101821745,0x9fa3337ad7a230e1a36191d88c1d1c3aacda6832d8fdfbe46224172df0b8dc46,0x41a289d7f99afdb434cc5aee912f9d29c1054444,0.495000,76744343.02,4063,4595,4595,6203,0,38,1.53,1.35,1.00
101824512,0xc9297cc09a0e59ec0f6f695e6ff044f030e80105d31d0f302d7df98c920973ea,0xb9d381338dfd24b4ab078b808a41defd8dc24444,0.495000,63294339.43,4927,6926,6926,8180,1,56,1.66,1.18,1.00
101824614,0x736df35076f6dd94c84ea012e5bb057e201ac947def822068c8c77a8cf6f1a7d,0xabc71e4bdf735b3779ac3fc7a925f39a38b64444,0.683100,94412690.32,4558,5230,5230,55324,1886,1077,12.14,10.58,1.00
101837922,0xf663fa23e44e8cb06e2efd1f848a7a0a516caa38ff5b51f8d55dc1a4fd4d6165,0x2007ea56fb74c13d5b5aee20b5fc1281f4d14444,0.683100,64007942.04,6723,9017,7645,15839,881,456,2.36,1.76,0.85
101844614,0x41befe4a8937702efbdeb59ad2a88f5547d5bd799368ec7a6294f3c0604ab5fe,0x9f8a691206bab655eec41057a41c1ffe209f4444,0.683100,85082191.40,5058,8390,6605,11295,51,98,2.23,1.35,0.79
101845744,0x27efc513a587b7b3d3364bde9d7ae858a23d3ca2724b2d8f901d148f79007fbd,0xa84f49e3b8dafa739498e849a60d51f7f58e4444,0.683100,88380278.57,4869,5862,5862,7801,1,27,1.60,1.33,1.00
101847537,0xa61fdc7f71b4813be44796e30c64da6c3addc39ba4708d020ac000346fce0ca2,0x915241daf32d3a21e50596502c226cf414f54444,0.742500,100245496.88,4666,6502,6502,10773,23,70,2.31,1.66,1.00
101853686,0x41fac98341b5bcf1aeec86f861f1f796dbc7bbe2354ae7fbef829b9831da72c9,0xa7686ad448546482929c13febc5b1281fee24444,0.683100,72485255.05,5937,7282,7282,10125,1,111,1.71,1.39,1.00
101881549,0xb99fae913bfa16d72d7169b1650a880f8544542080e74af10c0631e285654076,0x2d78a9e326c5fa5a702f6364932556b407d64444,0.683100,69801620.00,6165,7109,7109,10714,26,224,1.74,1.51,1.00
101886346,0x3977635b0125788c933cba9a9aba257a0ece1b7ebf796bec9a63364ce00c26fa,0x34d0ad4403492557e5a8771376af150898e84444,0.683100,28949346.39,14866,16949,16949,19491,2,47,1.31,1.15,1.00
101886916,0xfe7e87f1dc6020f2271cffdaa4b8075365dd5fa04926879bf13e34002fe22db8,0x89d0a596b2165bf8be7e8fc077b5c8d5ec194444,0.683100,65916290.56,6529,9560,7601,17964,71,302,2.75,1.88,0.80
101888758,0x629c9095d28bbcbcabc2758d370528bf8ce18f117874cb6334e0b53b529ab5a6,0xeecf2608008c635485767fbb6fc0712e948a4444,0.683100,73319308.72,5870,6817,6296,12415,8,250,2.12,1.82,0.92
101902589,0x66c7978fdbda02546f4ec1a76ba618b6dfe62ae92f95b9ce4809273569aaa976,0x498fc808c9d3502eac001f5b1675c4d2f2114444,0.683100,49556648.24,8684,11505,9723,22176,89,775,2.55,1.93,0.85
101990907,0x985fbd0257e8edebbf96b83ce6385bf7eb663110dc622fb8c4ab66fcf28e9284,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.683100,53760664.84,8005,10489,7043,41082,2996,1045,5.13,3.92,0.67
101991108,0x280bbe87e2e56166028b9570e37d2719a73bd970c16dcd50784ae2882aeced66,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,4307108.72,7240,7500,7450,41082,2795,1013,5.67,5.48,0.99
101991108,0x937c22cdeaae28c36bff5798ced7b424029021bb4e4dfb80b284f2cb27265989,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,4427898.85,7043,7500,7450,41082,2795,1013,5.83,5.48,0.99
101991151,0x36acebc983e2f84daed4b0fbb59dfe5f573bfc277cc68e344057b6bfd28c828a,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3757943.40,8298,9054,9054,41082,2752,983,4.95,4.54,1.00
101991152,0x56b33389fe9e581887ed84e50d4c6c080376137e7cd0c6f6e94c81d4832f1218,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3679896.20,8474,9301,9301,41082,2751,982,4.85,4.42,1.00
101991152,0x55f911809772895451ec73794e1a9b32fe10989f12f03d588f762f24da545a3b,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3641781.24,8563,9301,9301,41082,2751,982,4.80,4.42,1.00
101991153,0x70bb6f471279818f43e4f2ee5e59ca0752d0af6513b954b20eb2d0e865d04c90,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3444235.22,9054,9528,9528,41082,2750,971,4.54,4.31,1.00
101991153,0xd57191bc8642bb335285c4e7230693d9023dec241271965240700e240d9d649e,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3386427.06,9209,9528,9528,41082,2750,971,4.46,4.31,1.00
101991154,0x0c093f31dbba09985204ac76f1342572376b31ad509d00c469bdd7a106f8e198,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3352768.76,9301,9823,9823,41082,2749,961,4.42,4.18,1.00
101991154,0x83b38ba1aaae938e6aadd8061b55e00755fef8166aa95ce7c28db492495aa4a9,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3290757.86,9477,9823,9823,41082,2749,961,4.34,4.18,1.00
101991155,0x36c3fa49a3dcdb4ff563dfa2dce67eb211fdb3057cccace3ed932dc50284279e,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3237068.69,9634,10017,9852,41082,2748,948,4.26,4.10,0.98
101991155,0xb60e10c2cff1a93ca9302d7614bc90c74af9d22e683b983927e5c5d39798194f,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3205607.17,9728,10017,9852,41082,2748,948,4.22,4.10,0.98
101991156,0x039d655271c9615f45fba17b231fd7505a26b97d934fba2fb28e0b1d72484b1b,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3174602.10,9823,10125,9852,41082,2747,938,4.18,4.06,0.97
101991156,0xfce9b3d9f7473a3d94a2cdfb7275085e835e5f944bc3b663466aac388f27e6b7,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3144044.69,9919,10125,9852,41082,2747,938,4.14,4.06,0.97
101991156,0x923085d55863b37146db929bbf7efe5837b698a1da714ad085000b04c62a9876,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3113926.36,10015,10125,9852,41082,2747,938,4.10,4.06,0.97
101991157,0x6168f29e265a509d9218b0295c9e9c24460900b9af21de60a7a538097c8b5559,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,2997919.93,10402,9852,9852,41082,2746,923,3.95,4.17,1.00
101991158,0x63d5ded1f2abbc292d4416dab57f70985cace43e4414410ddee3aaf97abe6672,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3080073.87,10125,9866,9866,41082,2745,910,4.06,4.16,1.00
101991158,0xca1ec811cfef890034f839e9c01fe5870da8670d0a8e623ade483041014e7e7e,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3050867.92,10222,9866,9866,41082,2745,910,4.02,4.16,1.00
101991158,0x37a74676c5bb999a8c30e25090c41320e1ae460e1d12c2ea8fab4cb98a86d52c,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0.049500,3015431.98,10342,9866,9866,41082,2745,910,3.97,4.16,1.00
102000839,0x4d25052e6843e7abb936308ba4d5243706c6223f676c6556ab3c5a7e0cd2353c,0xefb1cf11e92ee910f1ddda510dfdc643b0d64444,0.683100,74632232.32,5766,5883,5883,8237,6,67,1.43,1.40,1.00
102038445,0x190c1bb8e25be71091ac26dd41658d829596ab054827a2b4adc8110e57a68fd9,0xab48ac3bf0580914f9849944cd4d6d4f33ec4444,0.683100,92742287.48,4640,6000,4899,11217,378,133,2.42,1.87,0.82
102038833,0xf483cfd1b3981b33fe0ec1739107b1e489879ef51323af9ac5512c569c2530d2,0x124f73e7b8a570bcf25ec546815c6fd49e474444,0.683100,60513591.80,7112,10233,10233,10458,2,69,1.47,1.02,1.00
102044905,0xa8af54478cd7f10caf5fc28dbca0ca073f0a5d9b3e0967230e0372da9ce642b6,0x9f54b1dd9b1437c6096ce80855cd6848269f4444,2.970000,204553455.25,9147,32857,11795,53141,23,229,5.81,1.62,0.36
102045102,0x6eafc22a46bf5c378aee99a19a696ab71e67da0aa85bdfef991970bc2d907712,0xe8d5dad70ca70b9f3ae1b12ae864686236de4444,0.683100,83610752.93,5147,8139,8139,21726,137,185,4.22,2.67,1.00
102045456,0x61a56485db2a52ad33a4e7ad92f4a21a437d0f5b6d4be9512eece3489a9574bd,0x4a0f8ff711bcc2ecc3d2c84c7267300d49dd4444,0.683100,30167318.71,14266,9460,9221,35418,346,1064,2.48,3.74,0.97
102045620,0xcfa539e1956977f9d0c45fc3d58823fffe6144f054aa8c577c27bf2b25db154c,0x1245253543377d3849e48f62fdaf928ada894444,0.683100,30333366.91,14187,15663,12673,27400,54,368,1.93,1.75,0.81
102073767,0xcdb19cf53c499939ab0ab94a37e298de0b6e0d44d8ab284890b327e58fcab6dd,0x1648d8290dd98142922bf48a310e9f1b19fa4444,0.683100,62325130.21,6905,11208,11208,14594,15,63,2.11,1.30,1.00
102073767,0xb239e49df9e0d575d04ac1bf70ca26457cc32b23ecc8254c00849b4431f61f9c,0x1648d8290dd98142922bf48a310e9f1b19fa4444,0.683100,53448298.02,8052,11208,11208,14594,15,63,1.81,1.30,1.00
102073812,0xd358aaedbc9d75464e5ee85041583fcc60fac62511aac48c9948431495b36eeb,0xb72da14c9c15920593ef95f05e3f23a123cf4444,0.683100,70544352.17,6100,9296,8370,22720,26,230,3.72,2.44,0.90
102073829,0x72db5fc46f0eece0cf8bd39cca8b1776569e2735d91008124930c8e95e46a0f1,0xb72da14c9c15920593ef95f05e3f23a123cf4444,0.049500,1748693.50,17833,17066,13814,22720,9,182,1.27,1.33,0.81
102079214,0xc0b1af05f4b81073b38797ddb2cbcbc1fb8aa57f2f4e4709da414bb1b37746be,0x17671ec47de3cf5c2faae05e9dde39059ea74444,0.495000,79097496.11,3943,5805,5805,6867,1,19,1.74,1.18,1.00
102079918,0x6e5a7f0326beabbfb63f717deb195e1e7a6c72cccb8bcbb4fe6bc1605363e3d4,0xe5ee5a2668c084de842c8292f53a9c83010a4444,0.683100,80491154.06,5347,6066,6066,7804,1,39,1.46,1.29,1.00
102100945,0x97cdbbbac8bda1880399d76de4058a927d983e5ca7c63b84d9eadfa16932bb96,0xd2687907db89ee95a45c9db7c6976c3c68834444,0.683100,80452662.06,5349,11644,8548,55191,2070,1541,10.32,4.74,0.73
102100946,0x093091df67a90cd41c75f817e79f530a4cbd02dcb9de4799585b597b6a87ec8a,0xd2687907db89ee95a45c9db7c6976c3c68834444,0.683100,47426361.03,9074,11858,8548,55191,2069,1537,6.08,4.65,0.72
