d_block,d_token,d_tx,d_gas_gwei,d_idx,d_rank_in_buys,n_buy_txs,n_before,n_after,n_same_token_competitors,before_max_gas_gwei,after_max_gas_gwei
101991153,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0xd57191bc8642bb335285c4e7230693d9023dec241271965240700e240d9d649e,5.10,81,1,2,1,0,0,5.10,0.00
101991153,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x70bb6f471279818f43e4f2ee5e59ca0752d0af6513b954b20eb2d0e865d04c90,5.10,1,0,2,0,1,0,0.00,5.10
101991154,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x0c093f31dbba09985204ac76f1342572376b31ad509d00c469bdd7a106f8e198,5.10,1,0,3,0,2,0,0.00,5.10
101991154,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x83b38ba1aaae938e6aadd8061b55e00755fef8166aa95ce7c28db492495aa4a9,5.10,53,2,3,2,0,0,5.10,0.00
101991155,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x36c3fa49a3dcdb4ff563dfa2dce67eb211fdb3057cccace3ed932dc50284279e,5.10,20,0,2,0,1,0,0.00,5.10
101991155,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0xb60e10c2cff1a93ca9302d7614bc90c74af9d22e683b983927e5c5d39798194f,5.10,22,1,2,1,0,0,5.10,0.00
101991156,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x039d655271c9615f45fba17b231fd7505a26b97d934fba2fb28e0b1d72484b1b,5.10,1,0,6,0,5,0,0.00,5.10
101991156,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0xfce9b3d9f7473a3d94a2cdfb7275085e835e5f944bc3b663466aac388f27e6b7,5.10,2,1,6,1,4,0,5.10,5.10
101991156,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x923085d55863b37146db929bbf7efe5837b698a1da714ad085000b04c62a9876,5.10,3,2,6,2,3,0,5.10,0.12
101991158,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0xca1ec811cfef890034f839e9c01fe5870da8670d0a8e623ade483041014e7e7e,5.10,2,1,4,1,2,0,5.10,5.10
101991158,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x37a74676c5bb999a8c30e25090c41320e1ae460e1d12c2ea8fab4cb98a86d52c,5.10,69,3,4,3,0,0,5.10,0.00
101991157,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x6168f29e265a509d9218b0295c9e9c24460900b9af21de60a7a538097c8b5559,5.10,1,0,2,0,1,0,0.00,0.12
101991158,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,0x63d5ded1f2abbc292d4416dab57f70985cace43e4414410ddee3aaf97abe6672,5.10,1,0,4,0,3,0,0.00,5.10
102000839,0xefb1cf11e92ee910f1ddda510dfdc643b0d64444,0x4d25052e6843e7abb936308ba4d5243706c6223f676c6556ab3c5a7e0cd2353c,5.10,1,0,1,0,0,0,0.00,0.00
102038833,0x124f73e7b8a570bcf25ec546815c6fd49e474444,0xf483cfd1b3981b33fe0ec1739107b1e489879ef51323af9ac5512c569c2530d2,5.10,3,0,4,0,3,0,0.00,10.00
102038445,0xab48ac3bf0580914f9849944cd4d6d4f33ec4444,0x190c1bb8e25be71091ac26dd41658d829596ab054827a2b4adc8110e57a68fd9,92.00,2,0,3,0,2,0,0.00,0.12
102045102,0xe8d5dad70ca70b9f3ae1b12ae864686236de4444,0x6eafc22a46bf5c378aee99a19a696ab71e67da0aa85bdfef991970bc2d907712,92.00,2,0,2,0,1,0,0.00,0.12
102044905,0x9f54b1dd9b1437c6096ce80855cd6848269f4444,0xa8af54478cd7f10caf5fc28dbca0ca073f0a5d9b3e0967230e0372da9ce642b6,1200.00,2,0,11,0,10,0,0.00,200.00
102073767,0x1648d8290dd98142922bf48a310e9f1b19fa4444,0xcdb19cf53c499939ab0ab94a37e298de0b6e0d44d8ab284890b327e58fcab6dd,92.00,2,0,5,0,4,0,0.00,92.00
102073767,0x1648d8290dd98142922bf48a310e9f1b19fa4444,0xb239e49df9e0d575d04ac1bf70ca26457cc32b23ecc8254c00849b4431f61f9c,92.00,4,1,5,1,3,0,92.00,0.33
102073812,0xb72da14c9c15920593ef95f05e3f23a123cf4444,0xd358aaedbc9d75464e5ee85041583fcc60fac62511aac48c9948431495b36eeb,92.00,2,0,10,0,9,0,0.00,155.00
102045620,0x1245253543377d3849e48f62fdaf928ada894444,0xcfa539e1956977f9d0c45fc3d58823fffe6144f054aa8c577c27bf2b25db154c,5.10,1,0,7,0,6,0,0.00,0.12
102045456,0x4a0f8ff711bcc2ecc3d2c84c7267300d49dd4444,0x61a56485db2a52ad33a4e7ad92f4a21a437d0f5b6d4be9512eece3489a9574bd,92.00,2,0,13,0,12,0,0.00,100.10
102079214,0x17671ec47de3cf5c2faae05e9dde39059ea74444,0xc0b1af05f4b81073b38797ddb2cbcbc1fb8aa57f2f4e4709da414bb1b37746be,5.10,1,0,1,0,0,0,0.00,0.00
102079918,0xe5ee5a2668c084de842c8292f53a9c83010a4444,0x6e5a7f0326beabbfb63f717deb195e1e7a6c72cccb8bcbb4fe6bc1605363e3d4,92.00,2,0,2,0,1,0,0.00,95.00
102073829,0xb72da14c9c15920593ef95f05e3f23a123cf4444,0x72db5fc46f0eece0cf8bd39cca8b1776569e2735d91008124930c8e95e46a0f1,5.10,2,1,6,1,4,0,10.00,0.18
102100945,0xd2687907db89ee95a45c9db7c6976c3c68834444,0x97cdbbbac8bda1880399d76de4058a927d983e5ca7c63b84d9eadfa16932bb96,92.00,2,0,2,0,1,0,0.00,17.00
102100946,0xd2687907db89ee95a45c9db7c6976c3c68834444,0x093091df67a90cd41c75f817e79f530a4cbd02dcb9de4799585b597b6a87ec8a,92.00,2,0,7,0,6,1,0.00,20.00
102217843,0x98b7f8d322942d7142e7cc60d158fbc4414e4444,0x2577435f01bbc61df2aec6a02db4c96a9fed76ca73da428437f2178168e81d97,92.00,2,0,7,0,6,2,0.00,7.00
102217844,0x98b7f8d322942d7142e7cc60d158fbc4414e4444,0x576d44e59677d889b4dffa6ea69b2065f3cee23ec56a53ac534562cb62f192b9,92.00,2,0,11,0,10,0,0.00,88.00
102217840,0x98b7f8d322942d7142e7cc60d158fbc4414e4444,0xde1edd5638e596b44a26bc76e1a2156417174b9a1664fdc4c6bfe0e248679d91,92.00,2,0,10,0,9,0,0.00,80.00
102229753,0x42272a2277fcd97f4bc124ecc3ccb97d403d4444,0x7c3acc255ba679f4c2e6500c27af4fadd66731837aae9bb59fb74210a79b9c93,92.00,2,0,2,0,1,0,0.00,0.12
102232781,0xdbc955ee9f899d2245e03cc63a77870ed4b44444,0xad7452ecb92e888600d76e62c420fe7ee8b74a9c1fc1f5ad5c7875a590b5cd5f,92.00,2,0,1,0,0,0,0.00,0.00
102235061,0x718e8e53cfe1fc0320e7fb460c7bcd3d2f0c4444,0x1d4c41a43dc36b699ca0413d8edb8d45f155422bb81ca894968420639b7db016,5.10,2,0,1,0,0,0,0.00,0.00
102238798,0xd0bc8ab397851ecfa58009d03bbc1a41fc764444,0x49db5a99b1bf96499297689c6dc86b1572879da1558c0ad7ef22326ca8be0c0f,5.10,1,0,1,0,0,0,0.00,0.00
102278697,0x6371bc78be157100ff3b196206d18768bfea4444,0xafe73dbdff1f093a8f0f6074b86768bdf1658a9eeb97faa16f9c777dfbed240e,92.00,2,0,1,0,0,0,0.00,0.00
